a_Sentence_Type	b_Sentence	c_GenderN1	d_NumN1	e_GenderN2	f_NumN2	g_GenderN3	h_NumN3	i_NumFraseOrigine	j_New_word	k_Verb1	l_Verb2	m_Element_changed	n_Old_word	o_Violation_Type	p_number	q_condition	
embedding_mental_SR	i compassi dichiarano che lo studente interrompe la contadina	masculine	plural	masculine	singular			2857	compassi	dichiara	interrompono	N1	i bambini	inanimate	172	PS	
embedding_mental_SR	i compassi dicono che il fratello evita la sorella	masculine	plural	masculine	singular			2862	compassi	dice	evitano	N1	i bambini	inanimate	173	PS	
embedding_mental_SR	i compassi ricordano che il figlio difende l' amico	masculine	plural	masculine	singular			2867	compassi	ricorda	difendono	N1	i bambini	inanimate	174	PS	
embedding_mental_SR	i compassi ricordano che il padre conosce le amiche	masculine	plural	masculine	singular			2872	compassi	ricorda	conoscono	N1	i bambini	inanimate	175	PS	
embedding_mental_SR	i compassi dichiarano che il fratello evita lo studente	masculine	plural	masculine	singular			2877	compassi	dichiara	evitano	N1	i contadini	inanimate	176	PS	
embedding_mental_SR	i compassi dichiarano che l' attore critica i bambini	masculine	plural	masculine	singular			2882	compassi	dichiara	criticano	N1	i contadini	inanimate	177	PS	
embedding_mental_SR	i compassi dicono che il padre accoglie i figli	masculine	plural	masculine	singular			2887	compassi	dice	accolgono	N1	i contadini	inanimate	178	PS	
embedding_mental_SR	i compassi dicono che lo studente attrae i fratelli	masculine	plural	masculine	singular			2892	compassi	dice	attraggono	N1	i contadini	inanimate	179	PS	
embedding_mental_SR	i compassi ricordano che l' uomo conosce le bambine	masculine	plural	masculine	singular			2897	compassi	ricorda	conoscono	N1	i contadini	inanimate	180	PS	
embedding_mental_SR	i compassi dichiarano che il fratello osserva gli amici	masculine	plural	masculine	singular			2902	compassi	dichiara	osservano	N1	i figli	inanimate	181	PS	
embedding_mental_SR	i compassi dichiarano che l' attore indica il contadino	masculine	plural	masculine	singular			2907	compassi	dichiara	indicano	N1	i figli	inanimate	182	PS	
embedding_mental_SR	i compassi dicono che il contadino critica il fratello	masculine	plural	masculine	singular			2912	compassi	dice	criticano	N1	i figli	inanimate	183	PS	
embedding_mental_SR	i compassi dicono che l' attore attrae i padri	masculine	plural	masculine	singular			2917	compassi	dice	attraggono	N1	i figli	inanimate	184	PS	
embedding_mental_SR	i compassi ricordano che il contadino indica la madre	masculine	plural	masculine	singular			2922	compassi	ricorda	indicano	N1	i figli	inanimate	185	PS	
embedding_mental_SR	i compassi ricordano che l' uomo indica le amiche	masculine	plural	masculine	singular			2927	compassi	ricorda	indicano	N1	i figli	inanimate	186	PS	
embedding_mental_SR	i compassi dichiarano che il padre osserva gli studenti	masculine	plural	masculine	singular			2932	compassi	dichiara	osservano	N1	i fratelli	inanimate	187	PS	
embedding_mental_SR	i compassi dicono che il bambino ama l' amica	masculine	plural	masculine	singular			2937	compassi	dice	amano	N1	i fratelli	inanimate	188	PS	
embedding_mental_SR	i compassi dicono che l' attore ama le contadine	masculine	plural	masculine	singular			2942	compassi	dice	amano	N1	i fratelli	inanimate	189	PS	
embedding_mental_SR	i compassi ricordano che il figlio conosce gli amici	masculine	plural	masculine	singular			2947	compassi	ricorda	conoscono	N1	i fratelli	inanimate	190	PS	
embedding_mental_SR	i compassi ricordano che l' attore osserva le bambine	masculine	plural	masculine	singular			2952	compassi	ricorda	osservano	N1	i fratelli	inanimate	191	PS	
embedding_mental_SR	i compassi dichiarano che il figlio guarda i bambini	masculine	plural	masculine	singular			2957	compassi	dichiara	guardano	N1	i padri	inanimate	192	PS	
embedding_mental_SR	i compassi dichiarano che l' amico evita il contadino	masculine	plural	masculine	singular			2962	compassi	dichiara	evitano	N1	i padri	inanimate	193	PS	
embedding_mental_SR	i compassi dichiarano che lo studente evita l' amico	masculine	plural	masculine	singular			2967	compassi	dichiara	evitano	N1	i padri	inanimate	194	PS	
embedding_mental_SR	i compassi ricordano che il bambino osserva i fratelli	masculine	plural	masculine	singular			2972	compassi	ricorda	osservano	N1	i padri	inanimate	195	PS	
embedding_mental_SR	i compassi ricordano che l' amico ama lo studente	masculine	plural	masculine	singular			2977	compassi	ricorda	amano	N1	i padri	inanimate	196	PS	
embedding_mental_SR	i compassi dichiarano che il contadino incontra la studentessa	masculine	plural	masculine	singular			2982	compassi	dichiara	incontrano	N1	i ragazzi	inanimate	197	PS	
embedding_mental_SR	i compassi dicono che il figlio interrompe l' uomo	masculine	plural	masculine	singular			2987	compassi	dice	interrompono	N1	i ragazzi	inanimate	198	PS	
embedding_mental_SR	i compassi dicono che l' attore incontra le figlie	masculine	plural	masculine	singular			2992	compassi	dice	incontrano	N1	i ragazzi	inanimate	199	PS	
embedding_mental_SR	i compassi ricordano che il fratello osserva le sorelle	masculine	plural	masculine	singular			2997	compassi	ricorda	osservano	N1	i ragazzi	inanimate	200	PS	
embedding_mental_SR	gli amici dichiarano che i compassi incontrano la studentessa	masculine	plural	feminine	plural			2002	compassi	dichiara	incontra	N2	le bambine	inanimate	201	PP	PP
embedding_mental_SR	gli amici dicono che i compassi salutano le attrici	masculine	plural	feminine	plural			2007	compassi	dice	saluta	N2	le contadine	inanimate	202	PP	PP
embedding_mental_SR	gli amici dicono che i compassi salutano le attrici	masculine	plural	feminine	plural			2012	compassi	dice	saluta	N2	le madri	inanimate	203	PP	PP
embedding_mental_SR	gli amici dicono che i compassi bloccano le sorelle	masculine	plural	feminine	plural			2017	compassi	dice	blocca	N2	le studentesse	inanimate	204	PP	PP
embedding_mental_SR	gli amici ricordano che i compassi incontrano gli studenti	masculine	plural	feminine	plural			2022	compassi	ricorda	incontra	N2	le ragazze	inanimate	205	PP	PP
embedding_mental_SR	gli attori dichiarano che i compassi incontrano i figli	masculine	plural	feminine	plural			2027	compassi	dichiara	incontra	N2	le madri	inanimate	206	PP	PP
embedding_mental_SR	gli attori dicono che i compassi bloccano il padre	masculine	plural	feminine	plural			2032	compassi	dice	blocca	N2	le contadine	inanimate	207	PP	PP
embedding_mental_SR	gli attori dicono che i compassi indicano gli amici	masculine	plural	feminine	plural			2037	compassi	dice	indica	N2	le figlie	inanimate	208	PP	PP
embedding_mental_SR	gli attori ricordano che i compassi amano gli amici	masculine	plural	feminine	plural			2042	compassi	ricorda	ama	N2	le bambine	inanimate	209	PP	PP
embedding_mental_SR	gli attori ricordano che i compassi ignorano le donne	masculine	plural	feminine	plural			2047	compassi	ricorda	ignora	N2	le madri	inanimate	210	PP	PP
embedding_mental_SR	gli studenti dichiarano che i compassi attraggono il figlio	masculine	plural	feminine	plural			2052	compassi	dichiara	attrae	N2	le madri	inanimate	211	PP	PP
embedding_mental_SR	gli studenti dichiarano che i compassi guardano l' attore	masculine	plural	feminine	plural			2057	compassi	dichiara	guarda	N2	le sorelle	inanimate	212	PP	PP
embedding_mental_SR	gli studenti dicono che i compassi incontrano la madre	masculine	plural	feminine	plural			2062	compassi	dice	incontra	N2	le figlie	inanimate	213	PP	PP
embedding_mental_SR	gli studenti ricordano che i compassi interrompono i bambini	masculine	plural	feminine	plural			2067	compassi	ricorda	interrompe	N2	le attrici	inanimate	214	PP	PP
embedding_mental_SR	gli studenti ricordano che i compassi interrompono la figlia	masculine	plural	feminine	plural			2072	compassi	ricorda	interrompe	N2	le sorelle	inanimate	215	PP	PP
embedding_mental_SR	gli uomini dichiarano che i compassi evitano le attrici	masculine	plural	feminine	plural			2077	compassi	dichiara	evita	N2	le bambine	inanimate	216	PP	PP
embedding_mental_SR	gli uomini dichiarano che i compassi incontrano la madre	masculine	plural	feminine	plural			2082	compassi	dichiara	incontra	N2	le studentesse	inanimate	217	PP	PP
embedding_mental_SR	gli uomini dicono che i compassi accolgono i padri	masculine	plural	feminine	plural			2087	compassi	dice	accoglie	N2	le bambine	inanimate	218	PP	PP
embedding_mental_SR	gli uomini dicono che i compassi fermano il padre	masculine	plural	feminine	plural			2092	compassi	dice	ferma	N2	le madri	inanimate	219	PP	PP
embedding_mental_SR	gli uomini ricordano che i compassi bloccano l' amica	masculine	plural	feminine	plural			2097	compassi	ricorda	blocca	N2	le bambine	inanimate	220	PP	PP
embedding_mental_SR	gli uomini ricordano che i compassi guardano la donna	masculine	plural	feminine	plural			2102	compassi	ricorda	guarda	N2	le madri	inanimate	221	PP	PP
embedding_mental_SR	i bambini dichiarano che i compassi amano le amiche	masculine	plural	feminine	plural			2107	compassi	dichiara	ama	N2	le ragazze	inanimate	222	PP	PP
embedding_mental_SR	i bambini dicono che i compassi amano la madre	masculine	plural	feminine	plural			2112	compassi	dice	ama	N2	le amiche	inanimate	223	PP	PP
embedding_mental_SR	i bambini dicono che i compassi difendono l' uomo	masculine	plural	feminine	plural			2117	compassi	dice	difende	N2	le figlie	inanimate	224	PP	PP
embedding_mental_SR	i bambini ricordano che i compassi evitano le contadine	masculine	plural	feminine	plural			2122	compassi	ricorda	evita	N2	le amiche	inanimate	225	PP	PP
embedding_mental_SR	i bambini ricordano che i compassi fermano le madri	masculine	plural	feminine	plural			2127	compassi	ricorda	ferma	N2	le donne	inanimate	226	PP	PP
embedding_mental_SR	i contadini dichiarano che i compassi attraggono le donne	masculine	plural	feminine	plural			2132	compassi	dichiara	attrae	N2	le amiche	inanimate	227	PP	PP
embedding_mental_SR	i contadini dichiarano che i compassi criticano l' attore	masculine	plural	feminine	plural			2137	compassi	dichiara	critica	N2	le madri	inanimate	228	PP	PP
embedding_mental_SR	i contadini dichiarano che i compassi osservano l' attore	masculine	plural	feminine	plural			2142	compassi	dichiara	osserva	N2	le studentesse	inanimate	229	PP	PP
embedding_mental_SR	i contadini dicono che i compassi evitano gli uomini	masculine	plural	feminine	plural			2147	compassi	dice	evita	N2	le donne	inanimate	230	PP	PP
embedding_mental_SR	i contadini dicono che i compassi accolgono il fratello	masculine	plural	feminine	plural			2152	compassi	dice	accoglie	N2	le madri	inanimate	231	PP	PP
embedding_mental_SR	i contadini ricordano che i compassi guardano gli uomini	masculine	plural	feminine	plural			2157	compassi	ricorda	guarda	N2	le attrici	inanimate	232	PP	PP
embedding_mental_SR	i contadini ricordano che i compassi criticano lo studente	masculine	plural	feminine	plural			2162	compassi	ricorda	critica	N2	le madri	inanimate	233	PP	PP
embedding_mental_SR	i contadini ricordano che i compassi osservano la sorella	masculine	plural	feminine	plural			2167	compassi	ricorda	osserva	N2	le studentesse	inanimate	234	PP	PP
embedding_mental_SR	i figli dichiarano che i compassi accolgono lo studente	masculine	plural	feminine	plural			2172	compassi	dichiara	accoglie	N2	le madri	inanimate	235	PP	PP
embedding_mental_SR	i figli dicono che i compassi criticano i contadini	masculine	plural	feminine	plural			2177	compassi	dice	critica	N2	le ragazze	inanimate	236	PP	PP
embedding_mental_SR	i figli ricordano che i compassi interrompono il ragazzo	masculine	plural	feminine	plural			2182	compassi	ricorda	interrompe	N2	le madri	inanimate	237	PP	PP
embedding_mental_SR	i fratelli dichiarano che i compassi osservano la studentessa	masculine	plural	feminine	plural			2187	compassi	dichiara	osserva	N2	le attrici	inanimate	238	PP	PP
embedding_mental_SR	i fratelli dicono che i compassi accolgono i contadini	masculine	plural	feminine	plural			2192	compassi	dice	accoglie	N2	le bambine	inanimate	239	PP	PP
embedding_mental_SR	i fratelli dicono che i compassi conoscono le figlie	masculine	plural	feminine	plural			2197	compassi	dice	conosce	N2	le madri	inanimate	240	PP	PP
embedding_mental_SR	i fratelli ricordano che i compassi fermano il padre	masculine	plural	feminine	plural			2202	compassi	ricorda	ferma	N2	le madri	inanimate	241	PP	PP
embedding_mental_SR	i padri dichiarano che i compassi salutano la bambina	masculine	plural	feminine	plural			2207	compassi	dichiara	saluta	N2	le donne	inanimate	242	PP	PP
embedding_mental_SR	i padri dicono che i compassi guardano l' amica	masculine	plural	feminine	plural			2212	compassi	dice	guarda	N2	le figlie	inanimate	243	PP	PP
embedding_mental_SR	i padri dicono che i compassi indicano il contadino	masculine	plural	feminine	plural			2217	compassi	dice	indica	N2	le studentesse	inanimate	244	PP	PP
embedding_mental_SR	i padri ricordano che i compassi fermano le attrici	masculine	plural	feminine	plural			2222	compassi	ricorda	ferma	N2	le ragazze	inanimate	245	PP	PP
embedding_mental_SR	i ragazzi dichiarano che i compassi osservano il contadino	masculine	plural	feminine	plural			2227	compassi	dichiara	osserva	N2	le amiche	inanimate	246	PP	PP
embedding_mental_SR	i ragazzi dichiarano che i compassi salutano la donna	masculine	plural	feminine	plural			2232	compassi	dichiara	saluta	N2	le bambine	inanimate	247	PP	PP
embedding_mental_SR	i ragazzi dichiarano che i compassi indicano l' amico	masculine	plural	feminine	plural			2237	compassi	dichiara	indica	N2	le sorelle	inanimate	248	PP	PP
embedding_mental_SR	i ragazzi dicono che i compassi guardano gli uomini	masculine	plural	feminine	plural			2242	compassi	dice	guarda	N2	le attrici	inanimate	249	PP	PP
embedding_mental_SR	i ragazzi ricordano che i compassi incontrano i fratelli	masculine	plural	feminine	plural			2247	compassi	ricorda	incontra	N2	le attrici	inanimate	250	PP	PP
embedding_mental_SR	gli amici dichiarano che i compassi conosce le attrici	masculine	plural	feminine	singular			2252	compassi	dichiara	conoscono	N2	la sorella	inanimate	251	PS	PS
embedding_mental_SR	gli amici dicono che i compassi evita le figlie	masculine	plural	feminine	singular			2257	compassi	dice	evitano	N2	la sorella	inanimate	252	PS	PS
embedding_mental_SR	gli amici ricordano che i compassi ferma le studentesse	masculine	plural	feminine	singular			2262	compassi	ricorda	fermano	N2	la bambina	inanimate	253	PS	PS
embedding_mental_SR	gli attori dichiarano che i compassi evita i figli	masculine	plural	feminine	singular			2267	compassi	dichiara	evitano	N2	l' amica	inanimate	254	PS	PS
embedding_mental_SR	gli attori dichiarano che i compassi incontra l' amica	masculine	plural	feminine	singular			2272	compassi	dichiara	incontrano	N2	la ragazza	inanimate	255	PS	PS
embedding_mental_SR	gli attori dicono che i compassi saluta le figlie	masculine	plural	feminine	singular			2277	compassi	dice	salutano	N2	la contadina	inanimate	256	PS	PS
embedding_mental_SR	gli attori ricordano che i compassi incontra lo studente	masculine	plural	feminine	singular			2282	compassi	ricorda	incontrano	N2	la contadina	inanimate	257	PS	PS
embedding_mental_SR	gli attori ricordano che i compassi incontra i figli	masculine	plural	feminine	singular			2287	compassi	ricorda	incontrano	N2	la sorella	inanimate	258	PS	PS
embedding_mental_SR	gli studenti dichiarano che i compassi incontra le figlie	masculine	plural	feminine	singular			2292	compassi	dichiara	incontrano	N2	la contadina	inanimate	259	PS	PS
embedding_mental_SR	gli studenti dichiarano che i compassi conosce i fratelli	masculine	plural	feminine	singular			2297	compassi	dichiara	conoscono	N2	la ragazza	inanimate	260	PS	PS
